Unnamed: 0,affairs,gender,age,yearsmarried,children,religiousness,education,occupation,rating,ID
786,2,female,57.0,15.0,yes,1,18,5,4,513
797,7,female,32.0,4.0,yes,3,18,5,2,514
811,1,male,27.0,4.0,yes,1,16,4,4,515
834,7,male,32.0,7.0,yes,4,16,1,4,516
858,2,male,57.0,15.0,yes,1,17,4,4,517
885,7,female,42.0,15.0,yes,4,14,5,2,518
893,7,male,37.0,10.0,yes,1,18,5,3,519
927,3,male,42.0,15.0,yes,3,17,6,1,520
928,1,female,52.0,15.0,yes,3,14,4,4,521
933,2,female,27.0,7.0,yes,3,17,5,3,522
951,12,male,32.0,7.0,yes,2,12,4,2,523
968,1,male,22.0,4.0,no,4,14,2,5,524
972,3,male,27.0,7.0,yes,3,18,6,4,525
975,12,female,37.0,15.0,yes,1,18,5,5,526
977,7,female,32.0,15.0,yes,3,17,1,3,527
981,7,female,27.0,7.0,no,2,17,5,5,528
986,1,female,32.0,7.0,yes,3,17,5,3,529
1002,1,male,32.0,1.5,yes,2,14,2,4,530
1007,12,female,42.0,15.0,yes,4,14,1,2,531
1011,7,male,32.0,10.0,yes,3,14,5,4,532
1035,7,male,37.0,4.0,yes,1,20,6,3,533
1050,1,female,27.0,4.0,yes,2,16,5,3,534
1056,12,female,42.0,15.0,yes,3,14,4,3,535
1057,1,male,27.0,10.0,yes,5,20,6,5,536
1075,12,male,37.0,10.0,yes,2,20,6,2,537
1080,12,female,27.0,7.0,yes,1,14,3,3,538
1125,3,female,27.0,7.0,yes,4,12,1,2,539
1131,3,male,32.0,10.0,yes,2,14,4,4,540
1138,12,female,17.5,0.75,yes,2,12,1,3,541
1150,12,female,32.0,15.0,yes,3,18,5,4,542
1163,2,female,22.0,7.0,no,4,14,4,3,543
1169,1,male,32.0,7.0,yes,4,20,6,5,544
1198,7,male,27.0,4.0,yes,2,18,6,2,545
1204,1,female,22.0,1.5,yes,5,14,5,3,546
1218,12,female,32.0,15.0,no,3,17,5,1,547
1230,12,female,42.0,15.0,yes,2,12,1,2,548
1236,7,male,42.0,15.0,yes,3,20,5,4,549
1247,12,male,32.0,10.0,no,2,18,4,2,550
1259,12,female,32.0,15.0,yes,3,9,1,1,551
1294,7,male,57.0,15.0,yes,5,20,4,5,552
1353,12,male,47.0,15.0,yes,4,20,6,4,553
1370,2,female,42.0,15.0,yes,2,17,6,3,554
1427,12,male,37.0,15.0,yes,3,17,6,3,555
1445,12,male,37.0,15.0,yes,5,17,5,2,556
1460,7,male,27.0,10.0,yes,2,20,6,4,557
1480,2,male,37.0,15.0,yes,2,16,5,4,558
1505,12,female,32.0,15.0,yes,1,14,5,2,559
1543,7,male,32.0,10.0,yes,3,17,6,3,560
1548,2,male,37.0,15.0,yes,4,18,5,1,561
1550,7,female,27.0,1.5,no,2,17,5,5,562
1561,3,female,47.0,15.0,yes,2,17,5,2,563
1564,12,male,37.0,15.0,yes,2,17,5,4,564
1573,12,female,27.0,4.0,no,2,14,5,5,565
1575,2,female,27.0,10.0,yes,4,14,1,5,566
1599,1,female,22.0,4.0,yes,3,16,1,3,567
1622,12,male,52.0,7.0,no,4,16,5,5,568
1629,2,female,27.0,4.0,yes,1,16,3,5,569
1664,7,female,37.0,15.0,yes,2,17,6,4,570
1669,2,female,27.0,4.0,no,1,17,3,1,571
1674,12,female,17.5,0.75,yes,2,12,3,5,572
1682,7,female,32.0,15.0,yes,5,18,5,4,573
1685,7,female,22.0,4.0,no,1,16,3,5,574
1697,2,male,32.0,4.0,yes,4,18,6,4,575
1716,1,female,22.0,1.5,yes,3,18,5,2,576
1730,3,female,42.0,15.0,yes,2,17,5,4,577
1731,1,male,32.0,7.0,yes,4,16,4,4,578
1732,12,male,37.0,15.0,no,3,14,6,2,579
1743,1,male,42.0,15.0,yes,3,16,6,3,580
1751,1,male,27.0,4.0,yes,1,18,5,4,581
1757,2,male,37.0,15.0,yes,4,20,7,3,582
1763,7,male,37.0,15.0,yes,3,20,6,4,583
1766,3,male,22.0,1.5,no,2,12,3,3,584
1772,3,male,32.0,4.0,yes,3,20,6,2,585
1776,2,male,32.0,15.0,yes,5,20,6,5,586
1782,12,female,52.0,15.0,yes,1,18,5,5,587
1784,12,male,47.0,15.0,no,1,18,6,5,588
1791,3,female,32.0,15.0,yes,4,16,4,4,589
1831,7,female,32.0,15.0,yes,3,14,3,2,590
1840,7,female,27.0,7.0,yes,4,16,1,2,591
1844,12,male,42.0,15.0,yes,3,18,6,2,592
1856,7,female,42.0,15.0,yes,2,14,3,2,593
1876,12,male,27.0,7.0,yes,2,17,5,4,594
1929,3,male,32.0,10.0,yes,4,14,4,3,595
1935,7,male,47.0,15.0,yes,3,16,4,2,596
1938,1,male,22.0,1.5,yes,1,12,2,5,597
1941,7,female,32.0,10.0,yes,2,18,5,4,598
1954,2,male,32.0,10.0,yes,2,17,6,5,599
1959,2,male,22.0,7.0,yes,3,18,6,2,600
9010,1,female,32.0,15.0,yes,3,14,1,5,601
